A,R,Hv,theta[deg]
3.0525030525030523,1.69703402303122,1.280169147225235,61.226484599828325,2
6.105006105006105,1.5385818961343645,2.3317459854309535,75.19461250368363,1
9.157509157509157,1.7566151750328913,3.0909816037726205,57.86520084746561,1
12.21001221001221,1.9867784063042282,3.7038327657582215,48.4778498303044,1
15.262515262515262,2.203412772615717,4.22895009809492,42.46107163052241,1
18.315018315018314,2.4049922966601365,4.694789030966395,38.207050919469,1
21.367521367521366,2.5931890563739692,5.1173296430813835,35.00290938483969,1
24.42002442002442,2.769924379295996,5.506551182407334,32.48088935973266,1
